head,tail,relation
氢溴酸樟柳碱片,偏头痛,cure
氢氧化铝凝胶,胃酸,cure
氢氧化铝凝胶,灼热,cure
庆大霉素碳酸铋胶囊,痢疾,cure
庆大霉素碳酸铋胶囊,痢疾,cure
庆大霉素碳酸铋胶囊,痢疾,cure
庆大霉素碳酸铋胶囊,痢疾,cure
庆大霉素碳酸铋胶囊,痢疾,cure
庆大霉素碳酸铋胶囊,痢疾,cure
秋水仙碱片,关节炎,cure
秋水仙碱片,关节炎,cure
巯嘌呤片,恶性葡萄胎,cure
巯嘌呤片,恶性葡萄胎,cure
曲安奈德,鼻炎,cure
复方曲安奈德乳膏,外阴瘙痒,cure
曲安奈德注射液,风湿性关节炎,cure
曲安奈德注射液,哮喘,cure
曲安奈德鼻喷雾剂,过敏,cure
曲安奈德新霉素贴膏,皮炎,cure
曲安奈德新霉素贴膏,皮炎,cure
曲安奈德新霉素贴膏,皮炎,cure
曲安奈德新霉素贴膏,皮炎,cure
曲安奈德新霉素贴膏,皮炎,cure
曲安奈德新霉素贴片,皮炎,cure
曲安奈德新霉素贴片,皮炎,cure
曲安奈德益康唑乳膏,甲沟炎,cure
曲安奈德益康唑乳膏,湿疹,cure
曲安奈德益康唑乳膏,皮肤真菌病,cure
曲安奈德益康唑乳膏,尿布性皮炎,cure
曲安奈德益康唑乳膏,口角炎,cure
曲安奈德益康唑乳膏,甲沟炎,cure
曲安奈德益康唑乳膏,湿疹,cure
曲安西龙,血小板减少性紫癜,cure
曲咪新乳膏,股癣,cure
曲咪新乳膏,神经性皮炎,cure
曲咪新乳膏,体癣,cure
曲咪新乳膏,股癣,cure
曲咪新乳膏,神经性皮炎,cure
曲咪新乳膏,体癣,cure
曲咪新乳膏,股癣,cure
曲咪新乳膏,神经性皮炎,cure
曲咪新乳膏,体癣,cure
曲咪新乳膏,股癣,cure
曲咪新乳膏,神经性皮炎,cure
曲咪新乳膏,体癣,cure
曲尼司特胶囊,鼻炎,cure
曲尼司特片,过敏性鼻炎,cure
曲匹布通片,胆囊炎,cure
曲匹地尔片,冠心病,cure
曲昔匹特片,胃黏膜病变,cure
曲昔匹特胶囊,出血,cure
去甲斑蝥素片,肝炎,cure
去甲斑蝥素片,乙型肝炎,cure
去甲斑蝥素片,肝炎,cure
去甲斑蝥素片,乙型肝炎,cure
去甲斑蝥酸钠注射液,肺癌,cure
去甲斑蝥酸钠注射液,食管癌,cure
去甲斑蝥酸钠注射液,肺癌,cure
去甲斑蝥酸钠注射液,食管癌,cure
去甲斑蝥酸钠注射液,肺癌,cure
去甲斑蝥酸钠注射液,食管癌,cure
去氢胆酸片,胆囊炎,cure
去氢胆酸片,胆囊炎,cure
去痛片,疼痛,cure
去痛片,过敏,cure
去痛片,中度疼痛,cure
去痛片,痛经,cure
去痛片,过敏,cure
去痛片,中度疼痛,cure
去乙酰毛花苷注射液,心动过速,cure
去乙酰毛花苷注射液,慢性心功能不全,cure
去乙酰毛花苷注射液,房扑,cure
去乙酰毛花苷注射液,心房扑动,cure
炔诺酮,抑制排卵,cure
炔诺酮,子宫功能出血,cure
炔诺酮片,抑制排卵,cure
炔孕酮片,出血,cure
热敷袋,腹痛,cure
热敷袋,软组织损伤,cure
绒促性素,体外受精,cure
绒促性素,妊娠早期先兆流产,cure
绒促性素,青春期前隐睾症的诊断和治疗,cure
绒促性素,青春期前隐睾症,cure
绒促性素,功能性子宫出血,cure
绒促性素,出血,cure
绒促性素,出血,cure
绒促性素,子宫出血,cure
绒促性素,出血,cure
溶菌酶含片,急慢性咽炎,cure
溶菌酶含片,溃疡,cure
溶菌酶含片,咽喉炎,cure
溶菌酶含片,口腔溃疡,cure
溶菌酶肠溶片,急慢性咽喉炎,cure
溶菌酶肠溶片,口腔溃疡,cure
溶菌酶肠溶片,溃疡,cure
溶菌酶肠溶片,慢性鼻炎,cure
溶菌酶肠溶片,慢性咽喉炎,cure
溶菌酶肠溶片,疱疹,cure
溶菌酶肠溶片,水痘,cure
溶菌酶肠溶片,咽喉炎,cure
溶菌酶肠溶片,鼻炎,cure
鞣柳硼三酸散,足癣,cure
鞣酸蛋白片,消化不良,cure
鞣酸苦参碱片,肠道感染,cure
鞣酸小檗碱片,肠炎,cure
乳酶生片,消化不良,cure
乳酶生片,消化不良,cure
乳酶生片,消化不良,cure
乳酸钙颗粒,手足抽搐症,cure
乳酸钙颗粒,佝偻病,cure
乳酸钙片,骨质疏松,cure
乳酸钙片,钙缺乏症,cure
乳酸环丙沙星滴眼液,眼部感染,cure
乳酸环丙沙星滴眼液,结膜炎,cure
乳酸环丙沙星滴眼液,结膜炎,cure
乳酸环丙沙星氯化钠注射液,宫颈炎,cure
乳酸环丙沙星氯化钠注射液,软组织感染,cure
乳酸环丙沙星氯化钠注射液,骨和关节感染,cure
乳酸环丙沙星氯化钠注射液,生殖系统感染,cure
乳酸环丙沙星氯化钠注射液,呼吸道感染,cure
乳酸环丙沙星氯化钠注射液,胃肠道感染,cure
乳酸环丙沙星氯化钠注射液,淋病,cure
乳酸环丙沙星氯化钠注射液,细菌性前列腺炎,cure
乳酸环丙沙星氯化钠注射液,泌尿生殖系统感染,cure
乳酸环丙沙星氯化钠注射液,尿路感染,cure
乳酸环丙沙星氯化钠注射液,尿道炎,cure
乳酸环丙沙星氯化钠注射液,尿路感染,cure
乳酸环丙沙星氯化钠注射液,尿路感染,cure
乳酸环丙沙星氯化钠注射液,支气管感染,cure
乳酸环丙沙星氯化钠注射液,尿路感染,cure
乳酸环丙沙星氯化钠注射液,支气管感染急性发作,cure
乳酸环丙沙星氯化钠注射液,皮肤软组织,cure
乳酸环丙沙星氯化钠注射液,败血症,cure
乳酸环丙沙星氯化钠注射液,皮肤软组织感染,cure
复合乳酸菌胶囊,慢性腹泻,cure
乳酸菌素片,小儿腹泻,cure
乳酸菌素片,小儿腹泻,cure
乳酸菌素片,小儿腹泻,cure
乳酸菌素颗粒,小儿腹泻,cure
乳酸菌素颗粒,小儿腹泻,cure
乳酸钠注射液,中毒,cure
乳酸钠注射液,中毒,cure
乳酸钠溶液,中毒,cure
乳酸诺氟沙星注射液,膀胱炎,cure
乳酸诺氟沙星注射液,气管炎,cure
乳酸司帕沙星片,胆管炎,cure
乳酸司帕沙星片,痢疾,cure
乳酸司帕沙星片,软组织感染,cure
乳酸司帕沙星片,支气管扩张,cure
乳酸司帕沙星片,丹毒,cure
乳酸司帕沙星片,疖肿,cure
乳酸司帕沙星片,乳腺炎,cure
乳酸司帕沙星片,咽炎,cure
乳酸心可定片,心绞痛,cure
乳酸亚铁口服液,缺铁,cure
乳酸依沙吖啶溶液,消毒,cure
乳酸依沙吖啶注射液,引产,cure
乳酸左氧氟沙星注射液,败血症,cure
乳酸左氧氟沙星片,骨和关节感染,cure
乳酸左氧氟沙星片,生殖系统感染,cure
乳酸左氧氟沙星注射液,皮肤软组织感染,cure
乳酸左氧氟沙星片,尿路感染,cure
乳酸左氧氟沙星片,支气管感染,cure
乳酸左氧氟沙星注射液,菌痢,cure
乳酸左氧氟沙星注射液,软组织感染,cure
乳酸左氧氟沙星注射液,菌痢,cure
乳酸左氧氟沙星注射液,软组织感染,cure
乳酸左氧氟沙星片,肺部感染,cure
乳酸左氧氟沙星片,全身感染,cure
乳酸左氧氟沙星片,宫颈炎,cure
乳酸左氧氟沙星片,软组织感染,cure
乳酸左氧氟沙星片,骨和关节感染,cure
乳酸左氧氟沙星片,生殖系统感染,cure
乳酸左氧氟沙星片,呼吸道感染,cure
乳酸左氧氟沙星片,胃肠道感染,cure
注射用乳糖酸红霉素,过敏,cure
注射用乳糖酸红霉素,厌氧菌所致口腔感染,cure
注射用乳糖酸红霉素,破伤风,cure
注射用乳糖酸红霉素,鼻窦炎,cure
注射用乳糖酸红霉素,生殖系感染,cure
注射用乳糖酸红霉素,过敏,cure
注射用乳糖酸红霉素,厌氧菌所致口腔感染,cure
注射用乳糖酸红霉素,破伤风,cure
注射用乳糖酸红霉素,鼻窦炎,cure
注射用乳糖酸红霉素,生殖系感染,cure
注射用乳糖酸红霉素,过敏,cure
注射用乳糖酸红霉素,厌氧菌所致口腔感染,cure
注射用乳糖酸红霉素,破伤风,cure
注射用乳糖酸红霉素,鼻窦炎,cure
注射用乳糖酸红霉素,生殖系感染,cure
注射用乳糖酸红霉素,过敏,cure
注射用乳糖酸红霉素,咽炎,cure
塞克硝唑片,尿道炎,cure
塞替派注射液,膀胱癌,cure
赛庚啶乳膏,湿疹,cure
三尖杉酯碱注射液,急性粒细胞性白血病,cure
三磷酸胞苷二钠注射液,颅脑外伤,cure
三磷酸胞苷二钠注射液,颅脑外伤,cure
三磷酸胞苷二钠注射液,颅脑外伤,cure
三磷酸胞苷二钠注射液,颅脑外伤,cure
注射用三磷酸腺苷二钠,出血,cure
注射用三磷酸腺苷二钠,肝炎,cure
三磷酸腺苷二钠片,心功能不全,cure
注射用三磷酸腺苷二钠,出血,cure
三磷酸腺苷二钠片,肝炎,cure
注射用三磷酸腺苷二钠,心功能不全,cure
注射用三磷酸腺苷二钠,出血,cure
三磷酸腺苷二钠片,肝炎,cure
注射用三磷酸腺苷二钠,心功能不全,cure
三磷酸腺苷二钠片,出血,cure
三磷酸腺苷二钠片,肝炎,cure
三磷酸腺苷二钠片,心功能不全,cure
三磷酸腺苷二钠片,出血,cure
三磷酸腺苷二钠注射液,肝炎,cure
三磷酸腺苷二钠注射液,心功能不全,cure
三磷酸腺苷二钠注射液,出血,cure
三磷酸腺苷二钠注射液,肝炎,cure
三磷酸腺苷二钠注射液,心功能不全,cure
三磷酸腺苷二钠注射液,出血,cure
三磷酸腺苷二钠注射液,肝炎,cure
三磷酸腺苷二钠片,心功能不全,cure
注射用三磷酸腺苷二钠,出血,cure
注射用复方三维B,三叉神经痛,cure
三维制霉素栓,阴道炎,cure
三溴片,镇痛,cure
色甘酸钠滴眼液,过敏,cure
色甘酸钠滴眼液,过敏性结膜炎,cure
色甘酸钠滴眼液,结膜炎,cure
色甘酸钠滴眼液,结膜炎,cure
色甘酸钠滴鼻液,过敏性鼻炎,cure
色甘酸钠气雾剂,支气管哮喘,cure
色羟丙钠滴眼液,鼻炎,cure
色羟丙钠滴眼液,日光性皮炎,cure
沙丁胺醇气雾剂,哮喘,cure
沙丁胺醇气雾剂,哮喘,cure
沙丁胺醇气雾剂,哮喘,cure
沙丁胺醇气雾剂,哮喘,cure
鲨肝醇片,白细胞减少症,cure
鲨肝醇片,白细胞减少症,cure
山梨醇注射液,水肿,cure
山梨醇注射液,脑水肿,cure
开塞露（含山梨醇）,便秘,cure
蛇毒血凝酶注射液,出血,cure
复方麝香草酚撒粉,皮肤瘙痒,cure
复方麝香草酚撒粉,痱子,cure
复方麝香草酚撒粉,痱子,cure
复方麝香草酚撒粉,皮肤瘙痒,cure
肾上腺色腙片,出血,cure
肾上腺色腙片,紫癜,cure
肾上腺色腙注射液,止血,cure
肾上腺色腙片,血小板减少性紫癜,cure
肾上腺色腙片,胃肠出血,cure
肾上腺色腙注射液,出血,cure
肾上腺色腙注射液,紫癜,cure
肾上腺色腙注射液,止血,cure
肾上腺色腙片,血小板减少性紫癜,cure
肾上腺色腙注射液,胃肠出血,cure
肾上腺色腙片,出血,cure
肾上腺色腙片,紫癜,cure
肾上腺色腙注射液,止血,cure
肾上腺色腙片,血小板减少性紫癜,cure
肾上腺色腙注射液,胃肠出血,cure
肾上腺色腙注射液,出血,cure
肾上腺色腙注射液,紫癜,cure
肾上腺色腙注射液,止血,cure
肾上腺色腙注射液,血小板减少性紫癜,cure
肾上腺色腙片,胃肠出血,cure
注射用生长抑素,出血,cure
注射用生长抑素,出血,cure
注射用生长抑素,出血,cure
注射用生长抑素,出血,cure
注射用生长抑素,出血,cure
注射用生长抑素,出血,cure
注射用生长抑素,出血,cure
注射用生长抑素,出血,cure
十一酸睾酮注射液,风湿,cure
十一酸睾酮,再生障碍性贫血,cure
十一烯酸酊,阴道炎,cure
十一烯酸酊,花斑癣,cure
十一烯酸酊,阴道炎,cure
十一烯酸酊,花斑癣,cure
食母生片,营养不良,cure
食母生片,食欲缺乏,cure
食母生片,食欲缺乏,cure
注射用舒巴坦钠/阿莫西林钠,急性支气管炎,cure
注射用舒巴坦钠/阿莫西林钠,气管炎,cure
注射用舒巴坦钠/阿莫西林钠,咽炎,cure
注射用舒巴坦钠/阿莫西林钠,呼吸道感染,cure
注射用舒巴坦钠/阿莫西林钠,皮炎,cure
注射用舒巴坦钠/阿莫西林钠,性病,cure
舒必利注射液,抑郁,cure
舒必利注射液,抑郁症,cure
舒林酸胶囊,风湿,cure
舒林酸片,术后疼痛,cure
舒林酸片,外伤,cure
双分伪麻胶囊,头痛,cure
双分伪麻片（儿童片）,感冒,cure
双分伪麻片,四肢酸痛,cure
双分伪麻片（成人片）,鼻塞,cure
双分伪麻片（儿童片）,流涕,cure
双分伪麻胶囊,感冒,cure
双氯非那胺片,继发性青光眼,cure
双氯芬酸二乙胺凝胶,疼痛,cure
双氯芬酸钠乳膏,肌肉痛,cure
双氯芬酸钠片,肩周炎,cure
双氯芬酸钠片,组织损伤,cure
双氯芬酸钠缓释微丸,脊柱关节病,cure
双氯芬酸钠缓释微丸,头痛,cure
双氯芬酸钠搽剂,类风湿性关节炎,cure
双氯芬酸钠栓,术后疼痛,cure
双氯芬酸钠栓,镇痛,cure
双氯芬酸钠片,鼻窦炎,cure
双氯芬酸钠片,强直性脊椎炎,cure
双氯芬酸钠片,创伤,cure
双氯芬酸钠片,术后疼痛,cure
双氯芬酸钠片,风湿性关节炎,cure
双氯芬酸钠片,痛风,cure
双氯芬酸钠片,骨关节炎,cure
双氯芬酸钠片,牙痛,cure
双氯芬酸钠片,肩周炎,cure
双氯芬酸钠片,组织损伤,cure
双氯芬酸钠片,鼻窦炎,cure
双氯芬酸钠片,强直性脊椎炎,cure
双氯芬酸钠栓,关节炎,cure
双氯芬酸钠栓（Ⅱ）,手术,cure
双氯芬酸钠肠溶片,肌痛,cure
双氯芬酸钠肠溶片,头痛,cure
双氯芬酸钠肠溶片,脊柱关节病,cure
双氯芬酸钠肠溶片,牙痛,cure
双氯芬酸钠肠溶片,肩痛,cure
双氯芬酸钠肠溶片,运动后损伤性疼痛,cure
双氯芬酸钠肠溶片,腱鞘炎,cure
双氯芬酸钠肠溶片,中度疼痛,cure
双氯芬酸钠肠溶片,类风湿关节炎,cure
双氯芬酸钠肠溶片,创伤,cure
双氯芬酸钠肠溶片,软组织风湿性疼痛,cure
双氯芬酸钠肠溶片,发热,cure
双氯芬酸钠肠溶片,手术,cure
双氯芬酸钠肠溶片,风湿,cure
双氯芬酸钠肠溶片,损伤性疼痛,cure
双氯芬酸钠肠溶片,风湿性关节炎,cure
双氯芬酸钠肠溶片,疼痛,cure
双氯芬酸钠肠溶片,骨关节炎,cure
双氯芬酸钠肠溶片,痛风,cure
双氯芬酸钠肠溶片,关节炎,cure
双氯芬酸钠肠溶片,痛风性关节炎,cure
双氯芬酸钠肠溶片,关节肿痛,cure
双氯芬酸钠肠溶片,痛经,cure
双氯芬酸钠肠溶片,肌痛,cure
双氯芬酸钠肠溶片,头痛,cure
双氯芬酸钠利多卡因注射液,术后疼痛,cure
双扑伪麻口服溶液,发热,cure
双羟萘酸噻嘧啶颗粒,钩虫病,cure
双氢青蒿素哌喹片,恶性疟,cure
双水杨酯片,软组织炎症,cure
双香豆素片,易栓症,cure
双唑泰栓,阴道炎,cure
双唑泰栓,阴道炎,cure
双唑泰栓,阴道炎,cure
水飞蓟宾胶囊,慢性肝炎,cure
水飞蓟宾葡甲胺片,中毒,cure
水飞蓟宾葡甲胺片,中毒,cure
水合氯醛,入睡困难,cure
水解蛋白注射液,严重创伤,cure
水解蛋白注射液,烧伤,cure
水杨酸软膏,痤疮,cure
水杨酸软膏,皮炎,cure
水杨酸苯酚贴膏,鸡眼,cure
水杨酸苯甲酸松油搽剂,足癣,cure
水杨酸苯佐卡因软膏,足癣,cure
水杨酸冰醋酸溶液,浅部真菌感染,cure
水杨酸毒扁豆碱眼膏,开角型青光眼,cure
水杨酸甲酯,止痒,cure
水杨酸甲酯气雾剂,软组织损伤,cure
水杨酸甲酯,肌肉痛,cure
水杨酸甲酯,消肿,cure
水杨酸甲酯,镇痛,cure
水杨酸镁片,风湿,cure
水杨酸镁片,关节炎,cure
水杨酸镁片,软组织风湿病,cure
水杨酸镁片,高血压,cure
水杨酸钠片,风湿,cure
水杨酸钠片,风湿,cure
水杨酸钠碘化钠注射液,痛风性关节炎,cure
水杨酸氧化锌软膏,体癣,cure
注射用顺铂,手术,cure
顺铂注射液,神经母细胞瘤,cure
注射用顺铂,肿瘤,cure
注射用顺铂,晚期卵巢癌,cure
顺铂注射液,实体瘤,cure
注射用顺铂,卵巢癌,cure
注射用顺铂,移行细胞癌,cure
注射用顺铂,晚期卵巢癌,cure
顺铂氯化钠注射液,黑色素瘤,cure
顺铂氯化钠注射液,膀胱癌,cure
司莫司汀胶囊,肠癌,cure
司莫司汀胶囊,肠癌,cure
司莫司汀胶囊,肠癌,cure
司坦唑醇,创伤,cure
司坦唑醇,创伤,cure
司坦唑醇片,创伤,cure
司坦唑醇,创伤,cure
司坦唑醇片,创伤,cure
注射用丝裂霉素,肠癌,cure
注射用丝裂霉素,卵巢癌,cure
注射用丝裂霉素,胃癌,cure
四环素片,流行性斑疹伤寒,cure
四环素片,支原体属感染,cure
四环素片,破伤风,cure
四环素片,地方性斑疹伤寒,cure
四环素片,溶血性链球菌感染,cure
四环素眼膏,眼睑炎,cure
四环素片,钩端螺旋体病,cure
四环素片,沙眼,cure
四环素片,回归热,cure
四环素片,兔热病,cure
四环素片,链球菌感染,cure
四环素片,雅司,cure
四环素片,流行性斑疹伤寒,cure
四环素片,支原体属感染,cure
四环素片,破伤风,cure
四环素片,地方性斑疹伤寒,cure
四环素片,溶血性链球菌感染,cure
四环素片,钩端螺旋体病,cure
四环素片,沙眼,cure
四环素片,地方性斑疹伤寒,cure
四环素片,溶血性链球菌感染,cure
四环素眼膏,眼睑炎,cure
四环素眼膏,眼睑炎,cure
四环素片,链球菌感染,cure
四环素片,雅司,cure
四环素片,回归热,cure
四环素片,兔热病,cure
四环素可的松眼膏,过敏性眼炎,cure
四环素可的松眼膏,结膜炎,cure
四环素可的松眼膏,过敏,cure
四环素可的松眼膏,角膜炎,cure
四环素可的松眼膏,沙眼,cure
口服四维葡萄糖,维生素缺乏,cure
四维王浆葡萄糖颗粒,失眠,cure
松节油搽剂,关节炎,cure
注射用羧苄西林钠,腹腔感染,cure
羧甲淀粉钠溶液,哮喘,cure
羧甲司坦口服溶液,支气管哮喘,cure
羧甲司坦颗粒,支气管哮喘,cure
羧甲司坦口服溶液,哮喘,cure
羧甲司坦片,气管炎,cure
羧甲司坦口服溶液,小儿非化脓性中耳炎,cure
羧甲司坦颗粒,支气管炎,cure
羧甲司坦口服溶液,咳痰,cure
羧甲司坦片,支气管哮喘,cure
羧甲司坦片,痰液粘稠,cure
羧甲司坦口服溶液,慢性支气管炎,cure
羧甲司坦片,支气管炎,cure
羧甲司坦口服溶液,哮喘,cure
羧甲司坦口服溶液,中耳炎,cure
缩宫素注射液,无力,cure
缩宫素注射液,出血,cure
缩宫素注射液,出血,cure
缩宫素注射液,引产,cure
缩宫素注射液,出血,cure
缩宫素注射液,子宫出血,cure
注射用他唑巴坦钠/哌拉西林钠,肺炎,cure
注射用他唑巴坦钠/哌拉西林钠,腹膜炎,cure
注射用他唑巴坦钠/哌拉西林钠,阑尾炎,cure
注射用他唑巴坦钠/哌拉西林钠,流感,cure
注射用他唑巴坦钠/哌拉西林钠,内膜炎,cure
注射用他唑巴坦钠/哌拉西林钠,脓肿,cure
胎盘片,虚损,cure
酞丁安软膏,带状疱疹,cure
酞丁安软膏,股癣,cure
酞丁安软膏,疱疹,cure
酞丁安软膏,手足癣,cure
酞丁安软膏,真菌感染,cure
酞丁安软膏,带状疱疹,cure
酞丁安乳膏,股癣,cure
酞丁安滴眼液,水痘,cure
酞丁安软膏,股癣,cure
酞丁安滴眼液,沙眼,cure
酞丁安滴眼液,带状疱疹,cure
酞丁安软膏,手足癣,cure
酞丁安软膏,真菌感染,cure
酞丁安软膏,带状疱疹,cure
酞丁安乳膏,单纯疱疹,cure
酞丁安软膏,带状疱疹,cure
酞丁安滴眼液,沙眼,cure
酞磺胺噻唑片,肠道感染,cure
碳酸钙咀嚼片,骨发育不全,cure
碳酸钙片,手足抽搐症,cure
碳酸锂片,抑郁症,cure
碳酸锂片,抑郁症,cure
碳酸锂片,抑郁症,cure
碳酸锂片,抑郁症,cure
碳酸锂片,抑郁症,cure
碳酸利多卡因注射液,神经阻滞麻醉,cure
碳酸利多卡因注射液,神经阻滞麻醉,cure
碳酸氢钠注射液,代谢性酸中毒,cure
碳酸氢钠注射液,糖尿病,cure
碳酸氢钠注射液,胃酸,cure
碳酸氢钠注射液,药物中毒,cure
碳酸氢钠注射液,中毒,cure
碳酸氢钠注射液,肾结石,cure
碳酸氢钠注射液,糖尿病酮症酸中毒,cure
碳酸氢钠注射液,胃酸,cure
碳酸氢钠注射液,药物中毒,cure
碳酸氢钠注射液,中毒,cure
碳酸氢钠注射液,肾结石,cure
碳酸氢钠注射液,糖尿病酮症酸中毒,cure
碳酸氢钠注射液,胃酸,cure
碳酸氢钠注射液,药物中毒,cure
特非那丁颗粒,过敏,cure
特非那丁颗粒,鼻炎,cure
特非那丁胶囊,麻疹,cure
特非那定分散片,季节性过敏性鼻炎,cure
特非那定片,过敏,cure
特非那定片,荨麻疹,cure
特非那定片,枯草热,cure
特非那定片,过敏性鼻炎,cure
特酚伪麻片,鼻塞,cure
蹄甲多肽片,出血,cure
蹄甲多肽片,功能性子宫出血,cure
蹄甲多肽片,出血,cure
蹄甲多肽片,月经过多,cure
蹄甲多肽片,出血,cure
替比夫定,慢性乙型肝炎,cure
替加氟注射液,肝癌,cure
注射用替加氟,消化道肿瘤,cure
替加氟胶囊,肿瘤,cure
替加氟片,肠癌,cure
替加氟片,肠癌,cure
替加氟栓,肠癌,cure
替加氟胶囊,肺癌,cure
替加氟片,膀胱癌,cure
替加氟片,膀胱癌,cure
替加氟注射液,胃癌,cure
替加氟注射液,肿瘤,cure
替加氟注射液,胃癌,cure
替加氟注射液,肿瘤,cure
替加氟注射液,胃癌,cure
替加氟注射液,肿瘤,cure
替加氟胶囊,乳腺癌,cure
替加氟片,乳腺癌,cure
替加氟片,乳腺癌,cure
替加氟片,乳腺癌,cure
替加氟片,乳腺癌,cure
替加氟胶囊,消化道肿瘤,cure
替加氟栓,头颈癌,cure
替加氟胶囊,支气管肺癌,cure
替加氟胶囊,肠癌,cure
替加氟胶囊,肝癌,cure
替加氟栓,前列腺癌,cure
替加氟栓,乳腺癌,cure
替加氟片,肾癌,cure
替加氟栓,食道癌,cure
替加氟栓,头颈癌,cure
替加氟胶囊,支气管肺癌,cure
替加氟栓,直肠癌,cure
替加氟片,肿瘤,cure
注射用替卡西林钠克拉维酸钾,软组织感染,cure
注射用替卡西林钠克拉维酸钾,软组织感染,cure
注射用替卡西林钠克拉维酸钾,软组织感染,cure
注射用替卡西林钠克拉维酸钾,菌血症,cure
注射用替卡西林钠克拉维酸钾,呼吸道感染,cure
注射用替卡西林钠克拉维酸钾,肾炎,cure
注射用替卡西林钠克拉维酸钾,骨和关节感染,cure
注射用替卡西林钠克拉维酸钾,骨和关节感染,cure
替硝唑片,败血症,cure
替硝唑片,牙周感染,cure
替硝唑片,腹腔感染,cure
替硝唑片,幽门螺杆菌,cure
替硝唑栓,阴道炎,cure
替硝唑片,鼻窦炎,cure
替硝唑片,厌氧菌感染,cure
替硝唑注射液,伤口感染,cure
替硝唑注射液,伤口感染,cure
替硝唑注射液,伤口感染,cure
替硝唑片,骨髓炎,cure
替硝唑片,幽门螺杆菌所致的胃窦炎,cure
替硝唑片,术后伤口感染,cure
替硝唑片,鼻窦炎,cure
替硝唑片,厌氧菌感染,cure
替硝唑片,骨髓炎,cure
替硝唑片,幽门螺杆菌所致的胃窦炎,cure
替硝唑注射液,厌氧菌感染,cure
替硝唑注射液,厌氧菌感染,cure
替硝唑注射液,厌氧菌感染,cure
替硝唑注射液,厌氧菌感染,cure
替硝唑注射液,厌氧菌感染,cure
替硝唑注射液,厌氧菌感染,cure
替硝唑片,术后伤口感染,cure
替硝唑注射液,肺炎,cure
替硝唑注射液,鼻窦炎,cure
替硝唑注射液,术后伤口感染,cure
替硝唑注射液,腹腔感染,cure
替硝唑注射液,腹腔感染,cure
替硝唑栓,心绞痛,cure
替硝唑阴道泡腾片,阴道炎,cure
替硝唑片,肺炎,cure
替硝唑片,阴道炎,cure
复方天麻蜜环糖肽片,高血压,cure
天麻素片,神经衰弱,cure
天麻素注射液,外伤,cure
天麻素片,偏头痛,cure
天麻素注射液,脑外伤,cure
天麻素注射液,坐骨神经痛,cure
天麻素注射液,血管性头痛,cure
天麻素注射液,外伤,cure
天麻素注射液,突发性耳聋,cure
天麻素注射液,三叉神经痛,cure
天麻素注射液,偏头痛,cure
天麻素注射液,脑外伤,cure
天麻素注射液,坐骨神经痛,cure
天麻素注射液,血管性头痛,cure
天麻素注射液,眩晕症,cure
天麻素片,头痛,cure
天麻素胶囊,镇静,cure
田参氨基酸胶囊,高血压,cure
田参氨基酸胶囊,肝炎,cure
田参氨基酸胶囊,动脉硬化,cure
田参氨基酸胶囊,白细胞减少症,cure
田参氨基酸胶囊,营养不良,cure
田参氨基酸胶囊,心绞痛,cure
田参氨基酸胶囊,糖尿病,cure
酮咯酸氨丁三醇胶囊,扭伤,cure
酮康他索乳膏,足癣,cure
酮康唑胶囊,尿路念珠菌感染,cure
酮康唑乳膏,足癣,cure
酮康唑乳膏,足癣,cure
酮康唑乳膏,皮肤念珠菌病,cure
酮康唑乳膏,皮肤念珠菌病,cure
酮康唑胶囊,尿路念珠菌感染,cure
酮康唑,系统性真菌感染,cure
酮康唑乳膏,皮肤念珠菌病,cure
酮康唑胶囊,尿路念珠菌感染,cure
酮康唑,系统性真菌感染,cure
酮康唑,真菌感染,cure
酮康唑胶囊,系统性真菌感染,cure
酮康唑乳膏,皮肤念珠菌病,cure
酮康唑,尿路念珠菌感染,cure
酮康唑乳膏,足癣,cure
酮康唑乳膏,足癣,cure
酮康唑乳膏,足癣,cure
酮洛芬凝胶,挫伤,cure
酮洛芬片,疼痛,cure
酮洛芬片,牙痛,cure
酮洛芬胶囊,肌肉痛,cure
酮洛芬胶囊,疼痛,cure
酮洛芬胶囊,牙痛,cure
酮洛芬片,偏头痛,cure
酮洛芬胶囊,肌肉痛,cure
酮洛芬胶囊,疼痛,cure
酮洛芬片,牙痛,cure
酮洛芬胶囊,痛经,cure
酮洛芬片,疼痛,cure
酮洛芬胶囊,中度疼痛,cure
酮洛芬胶囊,牙痛,cure
酮洛芬肠溶胶囊,痛风,cure
酮洛芬肠溶胶囊,手术后痛,cure
酮洛芬肠溶胶囊,强直性脊柱炎,cure
酮洛芬肠溶胶囊,关节炎,cure
酮洛芬肠溶胶囊,骨性关节炎,cure
酮洛芬肠溶胶囊,癌性疼痛,cure
酮洛芬肠溶胶囊,痛经,cure
酮洛芬肠溶片,关节炎,cure
酮洛芬肠溶片,痛风,cure
酮洛芬肠溶片,关节炎,cure
酮洛芬肠溶片,痛风,cure
酮洛芬肠溶胶囊,痛风,cure
酮洛芬肠溶片,风湿,cure
酮洛芬肠溶胶囊,关节炎,cure
酮洛芬肠溶胶囊,骨性关节炎,cure
酮洛芬肠溶胶囊,癌性疼痛,cure
酮洛芬肠溶胶囊,痛经,cure
头孢氨苄缓释胶囊,肺炎,cure
头孢氨苄缓释胶囊,气管炎,cure
头孢氨苄缓释胶囊,外耳炎,cure
头孢氨苄缓释片,扁桃体炎,cure
